,Location,new_reviews,Comp
791,"New York, NY",family orlando visit family enjoy nearby attraction theme park long day hope pull easily accessible parking space near hotel room unfortunately case evening return property double park car carry sleep child inside come back look parking building walk back room wyndham orlando resort allocate least one parking space per room clearly label conveniently locate stay cable also go least 2days staff acknowledge matter look confirm technician onsite nothing additional do one able provide eta service would restore staff offer way family keep entertain room eg portable dvd player board game art craft last least housekeeping staff fail replenish towel two occasion first time let go make due however 2nd incident reach ask towel deliver room property prime location purpose unfortunately return read read less,Positive
793,New York,treat -PRON- great since moment walk stay 3 different hotel vacation one good read read less,Positive
794,Peterborough uk,amazing location that s end hotel tired date fact bit grubby book rollaway bed direct hotel arrive 11 p.m. tell none leave haggle hour manage find one take hour bring room 3 seperate occasion room key work reactivate eat tick tock diner 3 time wait staff lovely 2 seperare occasion get food wrong definitely 4 star hotel lije 2 star plus would definitely stay recommend read read less,Positive
797,"Tracy, CA",lobby nice welcome however carpet hallway second floor need serious vacuuming sink room 278 cold water tile could mop bed comfortable pillow awesome read read less,Positive
798,Los Angeles,spend night new year eve celebrating disneyland check easy receptionist friendly helpful room clean modern design king bed super comfortable great night definitely stay read read less,Positive
804,"Exton, PA",overall good hotel resort love share amenity multiple pool option include one kid age staff area friendly helpful read read less,Positive
807,Sonneberg,super location alle fußläufig erreichbar und ein noch tolles alt charmante hotel read read less,Positive
808,Martinique,super hôtel bien situé personnel très accueillant read read less,Positive
810,Chula vista CA,pretty clean lool new modern two block disneyland main entrance well worth 1015 min walk tell -PRON- be never stay one across street motel disney charge parking resort fee wyndham hand none charge much nice hotel room rate well stay next visit park read read less,Positive
811,"Birmingham, AL",liked location property close universal studios park reason go orlando notice first night door would not lock unless door slam shut let front desk know say would address major concern since would park outside room majority day want sure clean staff aware issue arrive back room door unlocked push door anyone could easily enter room let front desk know issue never resolve thankfully one take anything room major issue people travel valuable read read less,Positive
812,Florida,always great time wyndham staff get -PRON- room quickly room always nice clean read read less,Positive
813,New Jersey,family stay beautiful resort 5 day love staff really friendly helpful resort offer lot amenity kid shuttle bus disney park also great highly recommend property read read less,Positive
814,San jose california,hotel honor agreement agree expidia acomidate situation do not even see refund back card put room heater work disapointe read read less,Positive
817,Louisville Kentucky,lobby gorgeous make feel really special walk read read less,Positive
820,New york,great thought would low budget resort base rating judge exterior great room view beautiful amenity offer great also restuarant hotel directly next delicious hardlly reason leave facility read read less,Positive
822,"Huntington Beach, CA",property many pool restaurant around lake room good size quieter hotel room staff helpful give information 3 separate occasion bus disney free driver give free water use entire day read read less,Positive
828,Ft Walton Beach,super close disney spring short walk basically across street bus service fairly reliable christmas make pick up end day little hectic hotel great staff top notch read read less,Positive
829,Montreal,hotel bien situé et ideal pour sejour de 34 jour piscine chauffée et bain tourbillon trés apprécié read read less,Positive
833,"Fairfax Station, VA",great location excellent view staff courteous helpful make stay wonderful read read less,Positive
834,Washington DC,nice sunset area outdoors though careful booking sunrise room much nicer read read less,Positive
835,England,great location 5 minute walk time squsre 2 minute penn station read read less,Positive
836,Flushing,style comfort quite nice floor ceiling window put top tremendous view can not grade amenity sleep much else cable channel value promotion would recommendation future read read less,Positive
838,Rice Lake WI,view beautiful great location fly john wayne airport read read less,Positive
839,"London, gb",clean staff pleasant welcome snd helpful check easy amazing location read read less,Positive
840,NY,lobby beautiful staff nice room seem clean room small cheap old amenity even water anywhere else country would motel 6 level room read read less,Positive
841,"Farmington, Mn.",history legacy location convenience pleasantly surprised professionalism display staff read read less,Positive
842,"Spring, tx",hotel literally close action disney spring walk across walk bridge -PRON- be plus offer free shuttle disney parks price awesome room bit small can not beat price 25 resort fee 20 day parking still good price read read less,Positive
844,"Toronto, ON",property excellent clean well maintain staff top notch facility perfect condition excellent choice read read less,Positive
845,"Manchester, UK",great location close penn station block macys within walk distance time square room rather small especiallly two people room also room little outdated although clean read read less,Positive
846,"Portland,Me area",friendly staff clean room view could better do not spend time room much anyway bed clean comfortable would definitely stay read read less,Positive
847,"Waco, TX",hotel old picture website mislead room look spacious reality small barely space walk room probably 12x12 room super small bathroom -PRON- be sure get 4 star hotel read read less,Positive
848,Surrey UK,hotel great location literally across one bridge disney springs foyer main section hotel beautifully decorate great facility welcome ground level room feel slightly motel first glance room block car park directly front however inside great standard nicely furnish little dark choice do not want open curtain onto car park shower great everyone encounter work friendly happy help bus service park great easily par disney service one worry long do not mind visit multiple park way one -PRON- be go tip want go epcot miss bus get magic kingdom one drop monorail station epcot get bus disney spring back later walk stop hotel easily price location happy overlook room location -PRON- be go spend time park -PRON- will really night much issue first expect -PRON- would definitely consider stay read read less,Positive
849,Pennsylvania,staff pleasant helpful hotel clean comfortable pleased great location madison square garden subway read read less,Positive
851,Chicago,staff friendly hotel great location cool know history nikola tesla live live new yorker read read less,Positive
852,"Berkley, MA USA",excellent service location extremely comfortable bed sleep thru entire night february 2019 read read less,Positive
853,"Orlando, FL",love friendly staff location price beautiful hotel read read less,Positive
856,"Bronx, ny",holiday decoration nice hotel clean room nice read read less,Positive
857,Boston,well appoint facility please decor quick walk penn station desirable site floor feel tad gritty lipstick smudge pillow case probably stain leave cleaning still put read read less,Positive
858,San Francisco,new york staple great hotel room date bit difficult get lyft pick certain time day decent room bathroom pretty small old room read read less,Positive
859,las vegas,book 1 king bed 3 night thru expedia give 2 full bed request available king queen beds next night tell available request bed every night tell reservation king bed always guarantee book thru place clean accessible room service great except reservation king bed provide give double bed instead due available king bed husband sleep separate bed throughout stay read read less,Positive
860,"Carmichael, CA",go spot go disneyland super close staff take care -PRON- thank stacey bui remember daughter birthday harlow nice enough share chocolate read read less,Positive
861,"Miami, FL",hotel interior amazing woman check extremely sweet helpful complain could not use luggage cart without staff member wait someone available end fast carry read read less,Positive
863,"Tampa, Florida",location cost awesome great value comparison competition do not like landscaping read read less,Positive
865,Rochester BY,crustie inside comforter thankfully closet extra comforter read read less,Positive
866,"jacksonville, Fl",mohammad receptionfront desk welcome efficient get visit stay new york great start read read less,Positive
867,"Tampa, Fl",hotel lobby nice welcome room ready extremely early work -PRON- check quick easy super close disney spring good value issue elevator get room break take stair happen big deal room strong smell clean huge deal hit like brick first walk though pleased read read less,Positive
869,"Whitley Bay, gb",conveniently situate midtown manhattan close attraction shop courteous staff lot hotel history read read less,Positive
872,"Jacksonville, fl",nice staff also clean nice quaint feeling would definitely stay read read less,Positive
873,"Denver, CO",good friendly staff especially night front desk clerk great location disneyland freshly renovate property fairly large room good view coffee shop price extremely reasonable bad coffee shop sell seattles good towel hook room partially pull wall elevator pretty slow limited parking ugly see quite large roach hallway although could due renovation homeless float around parking lot harmless road construction make get property little challenging read read less,Positive
874,"Orlando, Florida",great service nice room area around nosy hotel locate sketchy area anticipate also resort motel style typically hotel overall worth price read read less,Positive
875,Trinidad,good location room small though clean comfortable staff courteous read read less,Positive
877,"RSM, USA",initially enjoy experience problem appear room late night inwa bar hour prior stop drop bag wife head enjoy martini get back upstairs notice pretty cold room correct turn heat bit high night go room become cold attempt walk lobby see empty 5 min go upstairs figure long story short room get 58 degree someone allow start process change room around 2 a.m. originally issue be not enough staff help person phone finally come enough complain get another room 78 degree room almost 55 degree staff member enter room surprised fact break night morning spend deal prevent get anything do end fighting clock get work do check check try communicate night staff member actively avoid convo never even ask night end finish work lobby morning meet great hotel perfect location relation client also room can not perfect would nice much well communication response read read less,Positive
880,"Stafford, VA",location hotel fabulous right across walk bridge disney springs able use disney transportation option room be not anything speak pictures wall drab stays room disney real complaint check arrive early certain room would ready lady check -PRON- say since check 1100 arrive early would first check room available 230 check back tell second line see other check receive room 345 stand line see room ready two check in room reserve check immediately give key explain clerk immediately room course suppose receive phone call room available hour prior never receive one need improve check process ask read read less,Positive
881,"Ponce, PR",clean descent place stay beautiful lobby room really noisy hear everything that s good thing want rest parking pretty far sunrise section cross hotel get car read read less,Positive
882,"lutz, fl",beautiful hotel great location close disney disney spring read read less,Positive
883,"Wayne, NJ",favorite hotel area hotel busy time year offer upgrade staff nice read read less,Positive
884,Lehigh Acres Florida,hotel complex beautiful could find plenty without leave ground staff helpful friendly would recommend everyone read read less,Positive
886,Southend-on-sea Essex,beautiful old style hotel lovely decor fabulous location staff lovely friendly accommodate 2 double bed metro room beds sooo comfy fussy sleeper house keep good job quibble would bathroom bit worn need tlc inkeepe style bath scratch worn tile wear n grubby bathroom tiny knee touch door open whilst loo problem really think -PRON- would mention concierge call catherine favourite know everything subway go wherever need super friendly email ask view empire state building month advance teenage daughter first time america do not disappoint spectacular view also view side hotel madison square garden would definitely stay diner attach hotel tik tok diner ok friendly clean food bad perfct quick bite ooen 247 hotel christmas tree general christmas decor beautiful ott lovely also little museum downstairs show memorabilia utensil photo poster etc day old new yorker well worth look definate must stay -PRON- would read read less,Positive
887,"punta gorda, fl",sure 25 resort fee property standard amenity every hotel area otherwise would recommend read read less,Positive
888,Ayr Scotland,stay one night hotel clean bed comfortable read read less,Positive
890,"Hollywood, Fla",good clean deposit fee need address parking also read read less,Positive
891,"Calgary, ca",recommend property bonnett spring highlybeautiful ground great set close thingsstaff wonderful read read less,Positive
893,Tampa FL,convenient house blue front desk staff friendly valet staff awesome helpful get -PRON- park hooked ride show run late read read less,Positive
894,Virginia,enjoy stay construction street nyc nothing new do not really affect travel young concierge helpful get wake call morning travel unfortunate luckily able rush get time read read less,Positive
896,MIGNANEGO - GENOVA - ITALIA,fabulous hotel convenient everything highly recommend read read less,Positive
897,San Antonio Tx,love around corner disney springs characters breakfast read read less,Positive
898,Orlando,close disney spring nice staff pretty christmas decoration comfortable bed read read less,Positive
899,Brisbane,lovely newly renovate hotel around 10 min walk disney gate lot great food option nearby read read less,Positive
900,Brooklyn,love everything could not ask well customer service read read less,Positive
901,"Bethlehem, PA",like fountain front wonderful lobby area could not find bellboy help 89 year old mother luggage pool area lovely truly idea room outside access guess that s garden mean put -PRON- parking lot side ask change poolside interior quieter courtyard able luckily accommodate us room nice front blind curtain configuration strange person notice small thing like chip paint keeping appearance etc would stay do not like outside access might concern someone else though read read less,Positive
902,"Austin, TX",quiet spot close highway seem like -PRON- be slowly renovate room part bathroomfloore furniture look newernicer rest restaurant across parking lot within walk distance coffee downstair lobby morning lady check rush lot speak really fast lady check next morning pamela sweet accommodate read read less,Positive
903,"Leicester, UK",excellent location great bed good shower give fantastic room empire state building view read read less,Positive
904,"Cincinnati, Oh",perfect locationexcellent staff accommodation read read less,Positive
906,"Deptford, NJ",loved location historical significance hotel muhammad concierge instrumental provide -PRON- welcome service acknowledge birthday bottle wine later ask could use coffee maker send one room cordial accommodating read read less,Positive
908,"San jose, ca",nice friendly staff room clean neat lot park shutter airport read read less,Positive
909,"Hidson Valley, US",accommodate super polite staff convenient coffee ane dining option everything make easy hotel thank read read less,Positive
910,Gainesville VA,take girls trip nyc six adult woman family room perfect need two nice size bathroom load place sleep mention bar spacious sized room convenient location walk sight walk train station love could store bag check yet overall great jog tryp read read less,Positive
911,"lakewood, oh",great location -PRON- be go madison square garden macy room small otherwise fine read read less,Positive
912,Regina Canada,property great location travel anywhere read read less,Positive
913,White sulphur springs wv,wonderful time staff wonderful read read less,Positive
916,New York,nice hotel middle chinatown great view step away tour tour 4 fun next morning read read less,Positive
917,New York City,hotel great exception hot water shower read read less,Positive
921,The OC,love modern state art design furniture room bathroom door slide nice touch bed extremely comfortable also type shampoos body wash pleasantly scent read read less,Positive
922,Berkeley,clean nice room great staff everything room work great stay beautiful courtyard read read less,Positive
923,CO,pretty nice hotel close airport good price orbitz read read less,Positive
924,London,central everything want new york first time pleased choice hotel shower bit dodgy though remind burst leak pipe room immaculate 21st floor slightly date level cleanliness grumble plug socket great whatever plugged keep fall really careful face hidden facility charge good gesture bill halve facility charge include everything intention use ie conference room gym room telephone etc unfortunately mandatory fee would stay hotel read read less,Positive
926,Canada,always stay great hotel staff like nyc read read less,Positive
927,New York City,like parking space provide complimentary breakfast thought would include room clean daily read read less,Positive
933,Longwood,everything property pristine enjoy wyndham bonnet creek home away home staycation several year love blue harmony spa unrivale far -PRON- be concerned come spa 5 star around read read less,Positive
934,Hollister,really like room surround pool feel secure fence around property well furniture room really nice comfortable stay read read less,Positive
935,Miami,nice option stay san jose property staff friendly decent food downside stay housekeeping skipped room two day run first thanksgive late noon leave room figure staff anxious do get home holiday happen next day leave room issue read read less,Positive
936,NC,great location room ready even though arrive several hour check staff friendly restaurant hotel keep -PRON- brave bitter cold child arrangement parking garage across street fairly affordable nyc parking standard room be not uptodate clean everything work enjoy vintage feature besides go nyc spend time room explore city 1110 would definitely stay read read less,Positive
937,"Hamilton, ON, Canada",say go location location location initial draw hotel -PRON- do not disappoint amenity gravy new yorker locate right near penn station make explore rest manhattan breeze room quite small bit date do not go nyc spend lot time hotel room clean provide need warm shower place lie head full day walk sightseeing staff friendly accommodate gym building equip elliptical treadmill stationary bike free weight various machine shoulder press chest press lat pull quad extension etc -PRON- be plan stay read read less,Positive
939,London,enjoy stay hotel would definitely recommend hotel staff helpful polite room clean every dayvery good location roughly 10 minute walk times square read read less,Positive
940,"Santa Maria, California",everything great complimentary breakfast would nice read read less,Positive
941,Toronto,stay family two room last week strong cleaning odour room one room strong toxic fact burn eye front desk do not seem interested tell room hotel seem tired clean front desk check pleasant friendly read read less,Positive
942,"Redding, CA",nice clean beautiful lobby front desk staff nice hotel quiet room bert clean provide water room great stay stay read read less,Positive
947,San Jose,air conditioner room keep make lot noise would come bed comfortable room clean location little shady would not want go night walk around read read less,Positive
948,Atlanta Georgis,room cleanthe staff niceroom service excellentbreakfast excellentbathroom nice problem hot waterheat air condition greatoverall love hotel would recommend everyonewould stay next time iam new york read read less,Positive
950,Fort Lauderdale,beautiful property staff friendly one thing really stand pet fee 150 length stay stay one night end bill 200 extra pet fee taxis top room reservation half human cheap stay hotel pet make zero sense return pup read read less,Positive
952,Indiana,hotel close convient everything shopping train station time square great location love read read less,Positive
954,"Gainesville,Fl",hotel good near universal international drive attraction room need update clean find cockroach bathroom floor read read less,Positive
955,"Livermore, Ca",friendly staff well design accessible facility well take care service complete helpful staff would engage conversation real concern -PRON- read read less,Positive
957,"Vancouver, Wa",loved cleanliness seem like new remodel smell clean close disneyland great time enjoy hotel lot read read less,Positive
959,London,nice hotel staff helpful read read less,Positive
961,Rochester NY,location awesome elevator super efficient staff friendly sleeping well -PRON- have long time read read less,Positive
962,"Timmins , Ontario",great location great price clean friendly staff spacious room hot shower read read less,Positive
963,San Diego,love location staff amazing accommodating request property clean rooftop bar wonderful surprise repair property exterior appeal appear picture overall wonderful property amazing staff would definitley book read read less,Positive
964,NC,wonderful time new yorker wyndam definitely rebook future great food tick tock resturant well read read less,Positive
966,Manhattan,hotel muy viejo las habitaciones están super chiquitas tienen espacio apenas para tu maleta llegando al hotel te cobran una tarifa extra por día el wifi nos lo desactivaron aun habiamos hecho el checkout yo volvería la única ventaja es que está bien ubicado read read less,Positive
967,Elewah,like welcome front office charge check super nice read read less,Positive
968,Exeter,softball tournament perfect close field able get late check without problem read read less,Positive
969,St Marys,property clean staff nice do not problem read read less,Positive
970,San Jose,best bang buck nice clean staff friendly read read less,Positive
971,"Ontario, Canada",property close time square macy penn station across road easy travel visit new york room great clean comfortable bed read read less,Positive
972,Toronto Ontario,great part city near penn station madison square garden shopping hallway bit need freshen room small clean read read less,Positive
973,Syracuse,clean hotel friendly professional staff secureperfect location would recommend anyone read read less,Positive
974,Anaheim Ca,like clean date do not feel clean shower bed look lik someone sleep already plus wild turkey see step walk read read less,Positive
976,"Fresno, CA",cozy hotel really frill essential staff helpful pleasant stay regularly maybe 4x per year enjoy every time easy walk disneyland read read less,Positive
979,ponce inlet,wait hour past initial check time get room keep tell room unique cause delay turn room disabled view firework promise pool area close private party night want use staff helpful offering apology excuse read read less,Positive
980,New York,nice hotel smallish room adequate need conveniently locate times square attraction also convenient penn station arrival point macy short walk empire state building read read less,Positive
981,New york,fantastic central location really helpful welcome staff well maintain room excellent food option read read less,Positive
983,DC,location location location plus comfy clean room great staff service wait elevator mention location great stay read read less,Positive
985,Texas,love access pool walk trail fabulous read read less,Positive
986,Scotts Valley,hotel nice great price think orbitz quote 650 5 night however expect add 50 per day parking resort fee arrive like nice walkingrunning loop go around man make lake small mini golf area pool decent small water slide small lazy river kid enjoy overall good value read read less,Positive
987,"South Bend, IN",awesome hotel nyc location perfect hotel beautiful service good -PRON- have anywhere second stay well go back read read less,Positive
989,Queens,get stick queen crazy winter november 15 need place stay hotel sell quickly overwhelmed guest arrive masse staff handle everyone professionally little issue least see room small clean great breakfast buffet extra cost kudo read read less,Positive
991,North Carolina,staff nice john informationguest services super go extra mile always make sure need history hotel make worthy stay art deco main lobby lobby great room small ever ny water adjustment bath impossible froze scald bath amenity room plastic cup really coffee maker fridge tick tock restaurant site superb floor 37 look tired old floor need remodel room accessible people small sure even code read read less,Positive
992,Sacramento,everyone front desk always welcome -PRON- compliment go warm welcome back ask day go pleasant love love love hotel beautiful king suite tub amazing read read less,Positive
994,Orlando,love easy get hotel room luggage etc read read less,Positive
995,South Bay CA,clean room comfortable bed pillow decent restaurant wish bar stay open later 10 p.m. read read less,Positive
997,Thunder Bay,can not beat location hotel accessible train airport within walk distance many great site central park broadway empire state building etc really good value price read read less,Positive
998,"Loves Park, IL",staff super helpful town short stay related doctor visit make feel like still important guest need take care hardly wait stay enjoy amenity hotel offer read read less,Positive
999,"Alexandria, VA",location great could get anything like penn station times square read read less,Positive
1000,"Petaluma, Ca.",great locaton excelent personel clean room great costumer service read read less,Positive
1003,New York,hotel clean automatic revolve door constantly mess make thing difficult transport luggage checkin pleasant man welcome do not indicate room go basic 2 ask question breakfast timehow use shower room alot small appear online 1st stay new york hotel overall happy stay room extremely small cozy read read less,Positive
1004,New York,relax peaceful excellent facility helpful reception front desk concierge advice read read less,Positive
1005,Huntington Beach,nice hotel affordable price friendly staff read read less,Positive
1006,"Monterey county, california",nice quiet area hotel locate easy highway access read read less,Positive
1007,Northern VA,good value number issue room make 6 hrs leave loud noise 3 saturday balance good value good free bkfst 4 star hotel 2 star hotel either solid 3 star read read less,Positive
1013,San Leandro,loved hotel easy check great staff expensive look great read read less,Positive
1014,"Marlboro, NY",reserved room single queen sized bed room full sized bed full sized bed home issue -PRON- would sign otherwise room clean comfortable small hotel room adequate read read less,Positive
1015,Ontario,hotel location excellent across street penn station madison square garden street empire state building walk distance broadway show time square love historical aspect property also read read less,Positive
1016,"Bakersfield, California",good close freeway plenty free parking decent restaurant bar premise safe room microwave rey reasonable price bad staff helpful friendly front desk never pick phone room phone be not work room do not smell fresh room need renovation people loud late night could hear everything read read less,Positive
1017,Mexico,super cerca de disney excelente personal habitacione limpia read read less,Positive
1018,Texas,chose hotel stay wyndham past pleased tired facility complimentary breakfast shuttle efficient get -PRON- airport read read less,Positive
1019,"New York, NY",great location badly need update condition room poor feel dirty staff check loyalty desk bell hop like warm good loyalty desk rep could not even bring speak raise eyebrow push paper -PRON- disappoint iconic hotel read read less,Positive
1020,"San Diego, CA",book deluxe king room give queen room 2nd floor iwas tell room available 3rd floor go back stair ask king room tell room king bed ask different room give king room 3rd floor actually queen bed front desk staff helpful friendly read read less,Positive
1021,"Portland, OR",great central location walk distance many sight read read less,Positive
1024,CT,hotel nicely locate staff awesome however remote control coffee maker filthy unusable top sheet bed thin comforter read read less,Positive
1025,Nassau Bahamas,stay 2 night overall experience 1010 would definitely recommend hotel read read less,Positive
1026,Guatemala,hotel little far away jfk airport 25 minute drive neighborhood nice quiet lot restaurant shop nearby literally walk distance lady front desk nice person front desk also helpful ask 100 deposit pay cash give back check read read less,Positive
1029,Hertfordshire,great location right penn station great staff exception one rude waitress diner restaurant brilliant eat three time room date small expect base photo price raise manager offer -PRON- free wine think lovely definitely need elevator actually start dread leave room long wait elevator get cram super crowded one read read less,Positive
1030,Canada,nice clean hotel central location would recommend read read less,Positive
1031,Lake Tahoe,great spot stay one night long great staff facility site cafe within walk distance disneyland let leave car park read read less,Positive
1032,"Concord, NH",book 2 room 2 double bed one room large 2 closet lot room gorgeous view 35th floor second room tiny barely room walk terrible smell 22nd floor shower run either scald hot freezing cold yet pay exact price room different say staff courteous efficient room disappointing read read less,Positive
1036,San Jose,nice clean polite courteous staff convenient check read read less,Positive
1037,Chicago,staff friendly good location access times square negative carpet room staineddirty upholstery chair sit area staineddirty well read read less,Positive
1040,San Jose,nice hotel friendly staff staying read read less,Positive
1042,"Huntsville, AL",jose absolutely wonderful good make -PRON- feel welcome room nice clean commode downside room especially tall people can not helped read read less,Positive
1043,"Queens, New York",good experience enjoy stay close bus close train read read less,Positive
1044,"Culver City, CA",outside yelp review believe good hotel reasonable rate however make reservation realize park additional 25night room poorly design two people can not pass front bed time person end bed next wall can not even get bed side rather crawl bottom get two day housekeep clean room soap shower half roll bathroom tissue closet room also slab marble jutting head planning take bath plus witness argument check desk clerk african american woman obviously treat right several major issue place certainly book another stay wyndham hotel ever read read less,Positive
1046,"Tampa, FL",super clean great location parking bit tight read read less,Positive
1050,mennecy,un super hotel bien situé et un excellent rapport qualitéprix read read less,Positive
1051,"Buena Park, Ca",nice hotel great staff originally able book queen size bed due want sell thankfully jose able accommodate -PRON- follow day rest stay big room beautiful view city enjoy 5 night thank read read less,Positive
1052,London,great location interesting historic building read read less,Positive
1053,"Rochester, NY",perfect location one day trip right across penn station short walk times square broadway coffee shop diner bar within hotel staff extremely pleasant profession old hotel room update clean read read less,Positive
1054,New York,5 star hotel great rate location perfect right middle everything walk distance read read less,Positive
1055,California,expensive date run everything lobby beautiful everything else see well day room seem update do poorly do not feel clean read read less,Positive
1056,Canada,good experience great location walk distance penn station great restaurant building read read less,Positive
1060,"Kennesaw, GA",lovely location central everything manhattan recommend hotel read read less,Positive
1064,"Vancouver, BC",nice hotel clean update unlike hotel area 10 minute walk disney park staff friendly helpful read read less,Positive
1065,Pittsburgh,nice relaxing motel close airport nice place recover bit vacation catch airport shuttle home morning read read less,Positive
1067,Midlothian,second time arrive computer could not check return 4 hour later bit wait eventually get key bed comfy however comparison last year room much small time try charge facility fee fair enough however argue fee first day bit unfair give could not get room never mind use facility eventually agree charge -PRON- also give voucher free drink inconvenience arrival staff lovely hotel great location read read less,Positive
1068,"Washington, D.C.",beautiful door area fun breakfast good staff friendly overall 1010 read read less,Positive
1069,Gateshead,get grade voucher free breakfast friendly staff read read less,Positive
1070,Maryland,location wonderful staff reception read read less,Positive
1071,Belmar NJ,small room ny outside penn station expect room clean bathroom clean there s diner attach downstairs that s plus would stay read read less,Positive
1072,San Diego,hotel deserve credit get friendly helpful staff clean modern good location thing gap door floor little big do not noise problem stay read read less,Positive
1073,Maryland,many pool beautiful outside room ok get small red ant table come spray night little black bug nightstand guy tell -PRON- room schedule exterminator week reason room card never activate parking garage pay go tell girl front desk rude ground nice would choose another hotel next time probably hilton read read less,Positive
1074,"Minneapolis, MN",comfortable bed clean room friendly staff pools pool area clean good choice restaurant enjoy stay return read read less,Positive
1078,Ontario,clean friendly personally think little price mattress sag definite sign age throughout room small that s normal city read read less,Positive
1083,Scotland,hotel great location explore city next penn station subway stop easily within walk distance time square lot tourist spot rather disappointed welcome staff check time lucky speak five word particular member staff serve whereas guest check time could not welcome warmly staff member aside initial experience rest hotel staff contact stay friendly helpful metro room ample size plenty storage space although room decor particularly bathroom could bit revamp feel tired run read read less,Positive
1087,michigan,mattress comfortable room nice grandson enjoy pool read read less,Positive
1090,"Cleveland, OH",nice hotel room 2 level clean room bed wawa gas station coffee shop premise border large entertainment dining area icon ferris wheel adjacent facility well within walk distance 2 mile universal studio low noise quiet resort feel read read less,Positive
1092,Chicago,love property amazing way around beautiful clean read read less,Positive
1093,"Austin, TX",wyndham garden san jose airport offering really good rate compare hotel area date want stay 2 different room trip area probably improve opinion hotel could tell old property probably buy wyndham fix bit lobby do not give great first impression furniture accent color decor fine do not love low ceiling cover mirror walk pool area courtyardfacing room pool area spotless garden look nice first room 166 next housekeeping office noise traffic interior room nice update like sink bed decor painting seem poorly do perhaps room 1 coat wall paint clearly need another several hide scuff marks stain bed comfortable second room 190 also courtyard face wall painting room look much well actually make whole room whole look well inroom wolfgang puck coffee horrible really appreciate shuttle service fast driver courteous although reservation information ask call ahead schedule shuttle tell call back soon bag ready pickup read read less,Positive
1094,NEW YORKER,hôtel très bien situé à 10mn de times square près des transports literie confortable et propreté de la chambre manque peutêtre un coup de lift super séjour read read less,Positive
1096,sagamore beach ma,great location tiny room old decor valet parking bit issue go beyond 24 hour -PRON- will need pay another full day make sure bring receipt garage do not let pay read read less,Positive
1098,Vancouver,good customer service good friendly room spacious rain shower strong general hotel clean well keep bad cleaning service inconstant would sometimes clean well time bed would made different way small stain bottom blackout blind guess dry blood shower glass also leak water look like water damage corner bathroom lastly recommend use keurig coffee maker clearly previous guest use hotel tap water make coffee taste furthermore -PRON- be pretty sure get stomach bug drink read read less,Positive
1100,Canada,beautiful hotel exceptional friendly helpful staff room nice clean ground absolutely beautiful well keep rick kevin porter go way helpful always greet smile head outlet mall rick check find coupon saving passport give indeed save money definitely stay hotel next time orlando read read less,Positive
1101,"Tampa, FL",property old however update clean staff courteous friendly helpful do not judge restaurant visual nothing fancy delicious food read read less,Positive
1102,"Calgary, Alberta",property well locate make walk many major attraction possible new yorker sign act like beacon room small though clean comfortable people front desk friendly efficient bathroom door do not quite close way since one night be not big problem read read less,Positive
1103,"Portsmouth, UK",great location 510 minute madison square garden empire state building times square etc train subway station close hotel need refurb staff friendly helpful enough do not know compare hotel area pricewise assume nofrill end tea coffee room shower powerful bed ok read read less,Positive
1104,Omaha,fine room small staff excellent though read read less,Positive
1105,England,great location new york hotel room small date extra hotel add bump price holiday never pay luggage room staff quite rude friendly read read less,Positive
1108,Guatemala,hotel nice room modern clean small four there s little space store luggage staff nice read read less,Positive
1110,queensland Australia,loved hotel perfect location disneyland bed well ever thank read read less,Positive
1111,Florida,everytime boyfriend travel always book wyndham hotel staff always friendly welcome room comfortable clean definitely love hot tub must use time unwind busy day definite recommend back thank wyndham never let -PRON- read read less,Positive
1113,California,cool historic hotel definitely show age however much affordable hotel area -PRON- be sorry never make escalator read history hotel enjoy butcher banker nice night diner tic toc cafe downstairs read read less,Positive
1114,"New Rochelle, NY.",location ideal post event msg room nice note left chair say wss dirty do not interfere stay addition room read read less,Positive
1115,"Orange County, CA",front lobby clean current standard room could use update bathroom run downed need work overall good value location read read less,Positive
1117,Denver,hotel staff friendly helpful staff tick tock trattoria bianca fantastic food would definitely stay read read less,Positive
1118,Boise,great location helpful friendly staff room hallway could use update read read less,Positive
1121,Melbourne Australia,pleasant accommodation first time queen seem reasonably well situate read read less,Positive
1122,New Jersey,great value price pay hotel facility new can not complain great deal price need could come back read read less,Positive
1124,UK,excellent location room clean date hotel standard room tiny two people can not walk past front bed time space limited class single big enough double classification read read less,Positive
1128,"Fresno, CA",nice clean room staff friendly would stay thank read read less,Positive
1129,Los Angeles CA,liked location service breakfastfree parking good ok night two service nice front desk read read less,Positive
1131,Tampa,nice hotel close epcot would definitely stay read read less,Positive
1133,California,enjoy night stay would recommend other read read less,Positive
1134,Sacramento,great service excellent bar food great efran bartender fantastic room nicer expect bed comfort impressive read read less,Positive
1136,"Brewster, NY",perfect hotel attend event madison square garden read read less,Positive
1139,Calgary,great walk distance disney park nice close walgreen cvs starbuck pool laundry facility coin machine great standard minibar fridge little freezer top come handy keurig machine room staff awesome deluxe room sofa pull double bed great 10 yr old son read read less,Positive
1140,"Vancouver, BC",excellent coffee bar lobby nice able wake quickly grab something heading read read less,Positive
1141,"LA, California",hotel ok staff nice do not good experience ok read read less,Positive
1143,"Crystal Beach, Ontario",price right hotel near highway bit industrial area lobby staff great feel room tired look need refurbishing quiet room well appoint toiletry coffee maker microwave fridge read read less,Positive
