,Location,new_reviews,Comp
1397,ny,room small breakfast cheap selection read read less,Neutral
1399,Georgia,property cleanliness location amenitie great parking problem come late one night nowhere park near build walk distance alone without identify security read read less,Neutral
1400,New York,elevator work front desk lady help -PRON- get another hotel area daughter wheelchair read read less,Neutral
1401,Cardiff,pleasant stay iconic hotel however couple thing let firstly lack thermostatic shower holdcold tap try get balance right meant shower take long necessary left mercy people water usage second lack coffee make facility another disappointment otherwise pleasant stay also read book small print 29 per night service charge add be not prepared check read read less,Neutral
1404,ascoli piceno,ci sono stata altre volte e questultima con una amica la stanza con due letti e spaziosa il bagno assolutamente non allaltezza read read less,Neutral
1405,Bologna,posizione dellalbergo proprio nella zona turistica molti parchi vicini e gli altri pochi chilometri di distanza comodi ristoranti e outlet per acquisti convenienti read read less,Neutral
1406,atlanta ga,historic hotel close penn station travel train airport subway get around close msg read read less,Neutral
1407,Madrid,estado agustoestaba céntrico lo malo el ruido que había de la calle read read less,Neutral
1409,"bergen, norge",bra overnattingsste noe usentralt forhold til sentral park og times square rolig område som har alt man trenger read read less,Neutral
1410,NJ,wife leave something refrigerator realize right check one seem able help get back get stuck elevator push call button repeatedly one come finally get go floor able get tell staff member front desk seem unconcerned hotel bed comfortable enough whole place smell like various cleaning solutionsand yet be not clean read read less,Neutral
1412,"Busan, Korea",nice hotel stay business trip irvine area read read less,Neutral
1413,Seattle,poster say basically motel -PRON- be surprise wyndham put name property read read less,Neutral
1419,Vacaville,quick check check friendly staff read read less,Neutral
1422,"Las Vegas, NV",go emergency room hospital return room 530 morning day check staff keep knock door even yell try sleep lot noise early morning read read less,Neutral
1423,San Jose,firstly reserve queen size bed tell check would give king fine except get 2 double creak loud ac room walkway get room around dark unlit pool good thing water pressure shower read read less,Neutral
1424,Hong Kong,front desk really helpful direction need ie hot water middle night read read less,Neutral
1425,New York,oriental staff experience check people take 20 minute find room one full bed two people reservation call two queen bed take another 30 minute get right room get bed 1230am parking lot hotel parking street ask offer -PRON- parking right front sidewalk area 25 night choice pay 50 two night read read less,Neutral
1432,CA,dirty smell smoke customer serviceexpensive read read less,Neutral
1434,"Detroit, MI",air conditioner loud run bathroom date room sight mildew odor read read less,Neutral
1436,Palm Springs,location quiet hotel need facelift bathroom old dingy old peel wallpaper dirty floorboard read read less,Neutral
1437,Tampa FL,clean hotel 300 dollar night crazy motel recommend read read less,Neutral
1439,Biella IT,hotel centro comodo per tutti gli spostamenti senza essere mezzo al caos di new york hotel nello standard delle grandi catene americane enorme hall con molto personale di servizio e controlli di sicurezza sempre attivi 2 ristoranti collegati hotel palestra standard camere piccole nello standard di new york di progettazione non recente buone cosi come il bagno comodo se si è gruppi vista la presenza di ampi spazi dove trovarsi ed attendere read read less,Neutral
1441,"Shizuoka, Japan",こじんまりとした居心地のよいホテル いろいろなところからのアクセスも良くまた泊まりたいと思いました read read less,Neutral
1445,"Rohnert Park, CA",many thing do not work phone one remote shower flood take disturb sign away leave room noon get housekeeping service read read less,Neutral
1446,Tampa,air conditioning sound inside room high even one next room read read less,Neutral
1447,San Jose,do not realize room book would face parking lot much well location property problem door hinge break cabinet though report happen maintenance person ever repair stay room refrigerator problem freeze anything put yogurt orarnge juice etc staff pleasant enough nice pool area read read less,Neutral
1449,"wyndham garden silicon valley ,san jose ca.",room be not ready time suite air onditioner do not work bedroom read read less,Neutral
1450,"San Francisco, CA",thought hotel bit date stay one night okay read read less,Neutral
1452,NYC NY,nothing unique business disappoint condition hotel read read less,Neutral
1453,"Atlanta, GA",build old have not update property help know advance understand lack update ammentitie sufficient outlets restaurant food acceptable concierge desk helpful shuttle service require advance notice cost lyft option use attraction ticket offer bus tour extremely pricedwe walk couple block 7th street get bus tour third price read read less,Neutral
1454,atlantic city,nan,Neutral
1456,Ny,hair bath tub bed front desk want hear read read less,Neutral
1457,Venezuela,nos agradó la estadía en el hotel aunque lo conocimos ya q sólo llegamos dormir read read less,Neutral
1465,Gent,voor ons de perfecte uitvalsbasis om nyc te verkennen vlak bij madison square garden en toch een rustige straat gelegen read read less,Neutral
1466,N.Y.,nan,Neutral
1468,Orlando Fl,nice room bathroom appear old quiet pool read read less,Neutral
1469,Udine,albergo molto grande vicinissimo alla metro e al madison square garden e un 1015 min piedi dal empire camera pulita silenziosa eravamo al 21esimo piano ci siamo trovati benissimo read read less,Neutral
1476,New York,avoid cost place disgusting room smell bathroom nightmare sheet stain paint chipping come clean room leave towel try call front desk phone be not work place stay family save lot trouble stay read read less,Neutral
1481,Fresh Meadows,front desk help check door sheet bed wait room service fix problem read read less,Neutral
1482,"Fresh Meadows, NY",ac lobby restaurant sweat brain breakfast employee look exhausted sweaty do not blame attitude work heat day parking street easy find one surround apartment building read read less,Neutral
1483,Nj,everything walk distance quick ride read read less,Neutral
1486,NY,room look spacious picture time booking room way small look parking hotel wait valet parking drop off pick up read read less,Neutral
1490,"Oakland,CA",convenient location self parking convenient clean room read read less,Neutral
1495,"Lake arrowhead, ca",checked tell could not hour early another couple come check see another agent desk check -PRON- give -PRON- room key room average needed repair read read less,Neutral
1496,Denver,location good airport place around san jose read read less,Neutral
1497,"San Jose, California",foul smell come carpet hallway room read read less,Neutral
1500,Toronto,extra charge wifi fitness local call unjustifie gouging people well furious 31 usd day please try explain justify read read less,Neutral
1501,New-York,hôtel très très bien nous avion une chambre spacieuse la salle de bain est elle plus ancienne et petite art déco mais néanmoins fonctionnelle et propre le personnel est vraiment pro aimable et efficace et point important la situation il est proche de time square en face du madison et de la gare penn station desservant les deux aeroports et les ligne bleus read read less,Neutral
1505,Minnehaha,nice enough hotel cost really near anything brag -PRON- would stay read read less,Neutral
1507,San Diego,everything else great drunk people walk loud hear inside room read read less,Neutral
1508,California,room clean properlysmell terrible like swampno soapno towels nightmare read read less,Neutral
1512,NC,nice hotel read read less,Neutral
1515,"San Jose, CA",great location walk disney theme park lot reasonably price eatery within block two also walgreen cvs pharmacy right next hotel read read less,Neutral
1519,San Jose,take way long day call confirm reservation treat like something ordinary arrange late checkin extraordinary hassle computer system seem slow struggle normal task read read less,Neutral
1521,"Tampa, FL",hotel room extremely humid bathroom tiny also could find parking spot anywhere park valet spot front hotel be not close room read read less,Neutral
1522,San Jose,air conditioning do not work properly hot late tired deal comfortable night sleep really need one counter top space bathroom sink area hey lobby gorgeous bad money be not put room read read less,Neutral
1526,California,nice hotel spend night since drive read read less,Neutral
1530,United States of America,close nothing,Neutral
1534,United States of America,location excellent td garden well within walk distance quincy market be not clean update cost room hallway be not vacuum carpet room do not seem clean,Neutral
1536,United States of America,location pricing parking extra fee charge every little thing,Neutral
1537,United States of America,parking price pay parking include,Neutral
1538,United States of America,10 minute td garden room refrigerator microwave run toilet paper tissue middle night clean maintenance people knock walk right do not matter change showering woke cockroach room bad 34200 -PRON- have ever spend,Neutral
1539,United Kingdom,comfy bed big room friendly service breakfast supply,Neutral
1540,United States of America,come clean roon check bedroom,Neutral
1541,France,refridgeretor microwave,Neutral
1542,United States of America,location parking fee insanely high end pay 96 parking 28 hour that s right,Neutral
1543,United States of America,quiet room friendly staff,Neutral
1545,United States of America,quiet environment nice place stay tired long travel filty carpet noisy aircon noisier fan cold air ventilation circulate well inside room,Neutral
1550,United States of America,hotel need upgrade feel clean,Neutral
1551,Canada,location car service access restaurant shop nothing really good experience,Neutral
1553,Singapore,nothing aircon half break noisy sleep cleanliness sheet dubious everything old musty forgot kindle sheet call several time leave voicemail send email never get reply avoid place cost,Neutral
1556,United States of America,bed nicecomfortable lot quieter expect friendly staff hot tub,Neutral
1559,Netherlands,nothing much ordinary hotel double queen small room dirty whole hotel decently clean,Neutral
1560,United States of America,liked location shuttle service airport phone room do not work air conditioner leak lot water floor eat restaurant downstairs find hair food,Neutral
1561,United States of America,room extremely long way slow elevator,Neutral
1562,France,place staff nice price bedroom one night expensive,Neutral
1563,United States of America,terrible do not lifeguard pool close several hour find one pool poor condition certainly like photos hotel old room mildew smell many well cooler hipper hotel boston disappoint place see,Neutral
1564,United Kingdom,location bar drink far expensive,Neutral
1565,United States of America,quietness room small hot water,Neutral
1566,United States of America,room clean put together wifi connection consistently bad unusable water bathroom never hot lukewarm hot setting night morning,Neutral
1570,Germany,everything old,Neutral
1571,United States of America,location hallway property maintenance example garden water leak day night front property enterance restaurant car park,Neutral
1574,United States of America,hot hallway elevator,Neutral
1575,United States of America,hotel entrance dirty stale smell environment could upgrade repair,Neutral
1576,United States of America,enjoy lunch downstairs cafe pillow small soft,Neutral
1579,El Salvador,place nothing,Neutral
1581,United States of America,mattress really old could feel spring,Neutral
1582,United States of America,good location large roomgood dining facility hotel also food cvs store leg food close toilet paper dispenser behind toilet hard reach,Neutral
1585,Canada,close airport water room coffe,Neutral
1586,United States of America,everything,Neutral
1589,United States of America,fece pool could not use pool main reason book,Neutral
1595,Puerto Rico,location service pool staff,Neutral
1597,United States of America,everything nothing,Neutral
1598,United States of America,think alcohol beer price way top consider tip 10 beer really option vallet park 25 plus tip per day,Neutral
1599,United States of America,location air conditioning inroom ventilation,Neutral
1600,Australia,15 min walk attraction next hospital room date,Neutral
1603,Canada,do not like room give -PRON- 14 floor arrive resa say want room first second floor one person do not take elevator,Neutral
1607,United States of America,hard get unless familiar newark international airport confusing highway system,Neutral
1608,United States of America,housekeeping staff restaurant com,Neutral
1611,United States of America,loved location hotel dissatisfy property room price pay expect much would recommend renovate,Neutral
1612,United States of America,location pool friendly staff bed uncomfortable way hard breakfast buffet expensive bathtub also clean unfortunately,Neutral
1615,United States of America,food okay expensive pay non smoking room room smell like cigarette cover sheet pull couch shower tub dirty hair,Neutral
1618,United States of America,airconditioner stop work last night maintenance able fix,Neutral
1623,United States of America,cost old need update shower goo,Neutral
1624,United States of America,good emplacement visit boston fridge room july,Neutral
1627,New Zealand,everything hotel middle nowhere handy airport forget swimmer,Neutral
1628,United States of America,bed,Neutral
1629,United Kingdom,pool dirty,Neutral
1630,China,location coffee maker room dirty,Neutral
1638,Kuwait,locarion hotel seem expensive offer,Neutral
1640,United States of America,location dirty old,Neutral
1641,Canada,restaurant much option restaurant outside restaurant little bit expensive,Neutral
1642,United States of America,staff cleanliness price,Neutral
1643,Canada,tough front desk meeting us night refrigerator available even microwave,Neutral
1645,United States of America,price parking,Neutral
1648,United States of America,microwave,Neutral
1655,United States of America,breakfast buffet expensive,Neutral
1656,United States of America,excellent location close stop coffee shop room next elevator noisy hard time sleep,Neutral
1657,Singapore,proximity aiport little food option old infrastructure response pre check message send,Neutral
1658,United States of America,extra soft fluffy pillow large area carpet window desk soak wet someone spill something like large leak somewhereshould check,Neutral
1659,United States of America,first class 400 night expect little,Neutral
1672,Kuwait,الفندق اكثر من رائع,Neutral
1677,United States of America,location mgh tell 75 incidental charge would put credit card refund 710 business day,Neutral
1678,Bermuda,do not like book wheelchair accessible room mention front desk never offer accommodate another room do not request room must shortage wash cloth hand towel especially last night use wash cloth pick walmartthought jamaica every morning wait hot water shower least 15 minute get hot,Neutral
1679,South Africa,good location bed old wake morning sore back should not happen 300 night,Neutral
1680,United States of America,location clean,Neutral
1682,United Kingdom,hotel family size room hotel next hospital mean frequently hear sound ambulance,Neutral
1683,Greece,location cleaning crew forget use clearing gear twice bathroom,Neutral
1684,Guam,restaurant ok reasonably price air conditioner rm 546 526 noisy need fix,Neutral
1686,Puerto Rico,staff air condition hot,Neutral
1687,Italy,room stay relatively large modern although bathroom small location relatively convenient far haymarket possible open window even bite get fresh air bathroom shower tub checkin person counter be not friendly,Neutral
1688,United States of America,pool be not crowd,Neutral
1689,United States of America,little coffee bar convenience store open 24h room clean feel dirty tired furnishing bed,Neutral
1693,United States of America,free 24 hour shuttle service airport hotel old dirty light poor microwave refrigerator room,Neutral
1695,South Africa,good location especially relation charles street lot siren due proximity mgh shriner child hospital,Neutral
1698,India,old clean furniture reception roomshotel need renovation,Neutral
1699,Malaysia,near airport round clock shuttle airport coffee room,Neutral
1701,United States of America,decent breakfast buffet bit pricey nice wait staff price room food,Neutral
1704,United Kingdom,great one night stop near airport,Neutral
1707,United States of America,internet barely work do not work,Neutral
1708,United States of America,location great bed uncomfortable bed ever,Neutral
1709,United States of America,early check staff accommodate able check several hour check time,Neutral
